Cases,cod_munici,year,epiweek,cons_epiweek,municipality,total_population,Temperature,Rainfall,EVI
37,5895,2012,33,294,ZARAGOZA,29614,24.32793003,100.1072289,2180.42816
47,5895,2012,34,295,ZARAGOZA,29614,23.94121635,73.90501255,3623.464396
27,5895,2012,35,296,ZARAGOZA,29614,24.97083096,25.60676924,2843.169567
34,5895,2012,36,297,ZARAGOZA,29614,24.5839085,57.39343029,2998.23136
39,5895,2012,37,298,ZARAGOZA,29614,24.80551896,56.30533088,4632.336425
44,5895,2012,38,299,ZARAGOZA,29614,23.82546788,137.7970175,4032.358827
36,5895,2012,39,300,ZARAGOZA,29614,23.78791502,44.27183998,2899.864089
74,5895,2012,40,301,ZARAGOZA,29614,24.36005076,32.10608538,4496.683042
47,5895,2012,41,302,ZARAGOZA,29614,24.19316776,32.9139462,NA
54,5895,2012,42,303,ZARAGOZA,29614,23.70938134,27.61929903,4907.767856
48,5895,2012,43,304,ZARAGOZA,29614,23.84682962,101.5606116,2644.041998
48,5895,2012,44,305,ZARAGOZA,29614,23.40764204,49.71428922,3906.415483
49,5895,2012,45,306,ZARAGOZA,29614,24.3721473,56.14193809,3960.13131
34,5895,2012,46,307,ZARAGOZA,29614,24.1666752,48.22095973,2400.866475
57,5895,2012,47,308,ZARAGOZA,29614,24.00281808,49.46163447,3384.820107
45,5895,2012,48,309,ZARAGOZA,29614,24.5083353,39.19865408,NA
21,5895,2012,49,310,ZARAGOZA,29614,23.98381205,14.94542227,4667.584835
36,5895,2012,50,311,ZARAGOZA,29614,24.38743963,46.24135655,2829.22627
31,5895,2012,51,312,ZARAGOZA,29614,24.07613233,68.71417748,5180.388302
31,5895,2012,52,313,ZARAGOZA,29614,24.70849293,14.2429225,1228.505022
22,5895,2013,1,314,ZARAGOZA,29989,25.2928945,11.84078147,3562.342848
23,5895,2013,2,315,ZARAGOZA,29989,25.25153211,1.511503147,3275.758625
25,5895,2013,3,316,ZARAGOZA,29989,24.09966255,6.093015903,4358.86319
22,5895,2013,4,317,ZARAGOZA,29989,24.53088835,6.556113732,4389.569561
33,5895,2013,5,318,ZARAGOZA,29989,25.09336244,18.53479999,NA
42,5895,2013,6,319,ZARAGOZA,29989,24.07528761,41.97102719,4489.78841
37,5895,2013,7,320,ZARAGOZA,29989,24.54145529,13.51584334,3724.246324
47,5895,2013,8,321,ZARAGOZA,29989,25.46214173,8.621135293,2214.727129
42,5895,2013,9,322,ZARAGOZA,29989,25.6209707,41.22020107,3848.106815
44,5895,2013,10,323,ZARAGOZA,29989,25.44184941,29.23234698,4803.099971
33,5895,2013,11,324,ZARAGOZA,29989,25.0631217,49.96960896,4268.458345
71,5895,2013,12,325,ZARAGOZA,29989,24.11683925,114.2146372,NA
61,5895,2013,13,326,ZARAGOZA,29989,25.01594813,59.55196492,4512.731728
63,5895,2013,14,327,ZARAGOZA,29989,25.64348407,114.9670998,3221.753093
41,5895,2013,15,328,ZARAGOZA,29989,25.88668619,62.23490757,5359.713208
71,5895,2013,16,329,ZARAGOZA,29989,25.20358193,174.7614806,3858.282662
91,5895,2013,17,330,ZARAGOZA,29989,24.55043486,41.07066689,4538.019583
